msg:1	[title26][sentence]\n你幹嘛沒事找罪受，\n做這種缺德事？
msg:11005	[title25][sentence]\n看起來又長又暗。\n盡頭似乎有一絲微光。
msg:11006	[title22][sentence]\n你就是這樣進來的，記得嗎？
msg:11007	[title25][sentence]\n這不就跟你每個月月底\n腳趾縫裡長出來的東西一樣嗎？
msg:11008	[title25][sentence]\n這些東西不能吃，\n除非放在披薩上。\n既然這附近沒人外送，\n它們也就沒用了。\n
msg:11101	[title20][sentence]\n想想看，洞穴地板\n還是跟以前做的一模一樣。
msg:11102	[title25][sentence]\n你嚇了一大跳，\n直到發現那只是你自己的倒影。
msg:11103	[title22][sentence]\n這裡看起來就是出口。
msg:11104	[title29][sentence]\n你尋思著這些錐形沉積物\n究竟花了多久才形成。\n你也順便想像了一下，\n要是被它絆倒摔上去會是什麼感覺。
msg:11105	[title27][sentence]\n你也看得出來，\n這是比較小的鐘乳石的\n加大加強版。
msg:11106	[title17][sentence]\n把一棵橡樹連根拔起\n搞不好還比較容易。
msg:20101	[title18][sentence]\n這片田基本上都是草。
msg:20102	[title25][sentence]\n這裡的石頭沒什麼特別的。
msg:20103	[title27][sentence]\n這些長相怪異的植物，\n在這座島上似乎很常見。
msg:20104	[title27][sentence]\n天空清澈湛藍，\n再好不過的天氣了。
msg:20105	[title26][sentence]\n海水和天空一樣清澈湛藍。\n遠方可以看到一座小島。
msg:20106	[title26][sentence]\n看起來像是座火山。\n離這麼遠，看不清楚細節。
msg:20107	[title21][sentence]\n這台氣象怪物似乎能\n同時測量風速、氣壓、\n相對濕度、幫你看手相，\n還能順便讀一遍《白鯨記》。
msg:20108	[title19][sentence]\n氣象站和那個奇怪的\n小亭子之間，\n有明顯的踩踏痕跡。
msg:20109	[title26][sentence]\n這玩意兒的用途你完全猜不透。\n它看起來像台高科技行動廁所，\n但你總覺得它一定\n還有更崇高的目的。
msg:20110	[title25][sentence]\n南邊你看到一間小屋，\n那個大塊頭女人顯然就住在裡面。\n你甚至在這裡就聞得到味道。噁！
msg:20111	[title20][sentence]\n這個小半島似乎\n有人用來監測天氣狀況。
msg:20112	[title24][sentence]\n這就是那個女人\n憑空出現又消失的小亭子。\n一定是某種傳送裝置。
msg:20113	[title22][sentence]\n這絕對是個傳送亭。
msg:20114	[title25]號碼錯誤\n機器把你化成一灘猩紅水漥的同時，\n你聽見一個冰冷的機械音喃喃道：\n「很抱歉，您所撥的號碼是空號，\n請查明後再撥。」
msg:20501	[title22][sentence]\n你或許不該\n讓自己這麼引人注目。\n畢竟，你並不是\n她以為的那個人。
msg:20502	[title22][sentence]\n你站在一個看起來像\n小村莊的地方。這裡只有\n一個人，靠在一間小屋旁。
msg:20503	[title25][sentence]\n她似乎在看那些雞。
msg:20504	[title25][sentence]\n這些小屋是用茅草\n精心搭建的。其中一間\n似乎兼作雞舍。
msg:20505	[title22][sentence]\n這些雞渾然不知，\n樂得到處亂跑。\n牠們似乎沒有一隻想過，\n自己「為什麼」被餵得這麼好。
msg:20506	[title27][sentence]\n就算你抓得到，你也沒興趣\n抱著一隻活蹦亂跳的東西到處走，\n更別說是又抓又啄的東西了。
msg:20507	[title21][sentence]\n這隻雞看起來已經在\n那根烤肉叉上慢烤了一整個早上，\n差不多快好了。
msg:20508	[title26][sentence]\n這個火坑看起來很適合烤禽肉。
msg:20509	[title19][sentence]\n你瘋了嗎？那會很痛的！
msg:20510	[title27][sentence]\n溪水看起來清涼誘人。\n你不時會看到一片\n巨大的背鰭滑過水面。
msg:20511	[title22][sentence]\n對岸你看到一條小路\n穿過樹林。這條路看起來\n雜草叢生，像是已經\n多年沒人走過。
msg:20512	[title21][sentence]\n就算餵牠們一整群牛，\n這些小傢伙大概還是會餓。\n死心吧。
msg:20513	[title19][sentence]\n牠們看起來又多又餓。
msg:20514	[title17][sentence]\n這裡顯然就是\n甜滋果的產地。
msg:20515	[title26][sentence]\n這些甜滋果都還沒熟，\n而且整叢灌木也大到\n沒辦法帶著走。
msg:20516	[title25][sentence]\n嗯……你沒看到\n溪裡那些長相怪異的魚嗎？\n你得小心一點。
msg:20517	[title22][sentence]\n你現在的性別\n不適合做那種事。
msg:20518	[title16][sentence]\n你沒發現什麼新東西。
msg:10201	[title27]望遠鏡\n把你那可靠的望遠鏡從掛鉤上取下，\n露出了海報先前被遮住的部分。\n你花了點時間仔細端詳。
msg:10202	[title29][sentence]\n你盯著那盞燈……又盯了一會兒……\n意識到自己可能得\n戴著墨鏡、靠導盲犬帶路\n度過餘生，你決定\n做點有意義的事。
msg:10203	[title27][sentence]\n或許盯著它看久一點，\n就會發生什麼重要的事，\n幫你逃離這顆星球——\n才怪！
msg:10204	[title17]透視艙門\n這扇門通往太空船的\n駕駛艙。如果你\n「用衝的」走向它，\n它就會自動幫你打開\n（真的，不騙你）。
msg:10205	[title19][sentence]\n如果你往那個方向走，\n就會走到太空船的工程區，\n可以親眼看看躍遷裝置\n受損的狀況。
msg:10206	[title24][sentence]\n以你這種男人的個性，\n總忍不住要在醫藥箱鏡子前\n稍微駐足欣賞自己一番。\n你很高興地發現，上個月\n「賺到」的那顆噁心唇皰疹\n終於消了。
msg:10207	[title27]醫藥箱\n嗯，讓我瞧瞧……有兩支舊牙刷、\n一條去年就用完、\n你留著「以備不時之需」的體香劑，\n還有幾年前那條『痂膏』牙膏\n爆漿後留下的一坨\n發黴乾掉的牙膏渣。
msg:10208	[title22][sentence]\n門又嘎吱一聲打開，\n再次展現出你那堆\n不堪入目的衛浴用品收藏。
msg:10209	[title27][sentence]\n醫藥箱門嘎吱一聲關上，\n你提醒自己，總有一天\n得把最底層那坨牙膏\n用噴砂機才刮得掉。\n不過現在，你決定\n讓它繼續安靜地發酵。
msg:10210	[title27][sentence]\n這是張可愛的小椅子，\n本來是給你吃晚餐時坐的。\n不過你從來沒坐過，\n覺得直接把三明治拖到\n駕駛艙吃比較方便——\n順便把餅乾屑塞滿控制台的按鈕縫。
msg:10211	[title26][sentence]\n還是別坐好了。\n這張椅子上灑過的\n各種液體已經形成一種新型黏膠，\n你可能就再也起不來了。
msg:10212	[title27][sentence]\n理論上，這台健身器材\n是要讓你這個星際旅人\n保持一身好體格，方便\n你在浩瀚外太空到處闖蕩。\n實際上，它比較像一件\n「後現代」雕塑作品，\n需要時還能拖去充當\n咖啡桌或腳凳。
msg:10213	[title26]重要環保小常識\n你這樣杵在冰箱旁邊，它那\n顆可悲的小小電腦腦袋就會\n把門一直開著，冷氣全跑光，\n白白浪費能源。而且，那點\n微弱的低溫大概是唯一能讓\n你那些陳年食物不揭竿起義\n的東西了。
msg:10214	[title27][sentence]\n就算是老練的細菌學家，\n盯著這台冰箱久一點，\n大概也會當場跪地狂吐。\n連法醫本人都不忍卒睹\n那坨發霉凝結的真菌——\n也就是你口中的「三明治」。\n前面那個漢堡看起來\n已經自己會動，後方牆上\n還長出了說不定能治\n百病的黴菌。
msg:10215	[title27]機器廚房\n這東西大部分功能你到現在\n還是不會用。光是搞懂怎麼\n做出「烤開水」，你就\n花了整整兩天，之後\n乾脆放棄了。
msg:10216	[title30][sentence]\n恐怕不管你怎麼處理這個\n漢堡，都沒辦法讓它變得\n能吃。加熱只會讓裡面那些\n新住戶突變得更快。
msg:10217	[title24][sentence]\n你媽沒教過你，別把奇怪\n東西塞進大型廚房電器裡嗎？\n不然你乾脆去拿刀捅\n烤麵包機好了？
msg:10218	[title30][sentence]\n抱歉，「打開」機器廚房\n是傳說中「合格維修人員」\n才有的特權，一般人碰不得。\n想用廚房的話，只要塞點\n食物進去就行了。只不過，\n你船上夠格叫「食物」的\n東西，少得可憐。
msg:10219	[title26][sentence]\n這裡是你放「行頭」的地方。\n幾件從沒穿過的舊襯衫，\n正靜靜掛在衣架上腐爛。\n壁櫥裡本來還有好幾十顆\n樟腦丸，但某天晚上你喝到\n茫、又犯了嘴饞，它們就\n不翼而飛了。東西還是別\n亂碰，一碰大概就散了。
msg:10220	[title32][sentence]\n你所有乾淨衣物的總和，\n基本上任何時候都塞在\n這個抽屜裡。塞得有夠緊，\n緊到已經演化成一種新的\n物質狀態，還自備重力場。\n勸你連想都別想把它關上。
msg:10221	[title30][sentence]\n想都別想。你得先拿根鐵撬，\n搞不好還要動用挖土機，\n清掉個幾公斤的衣服，\n才有辦法把這東西搬動。
msg:10222	[title30][sentence]\n梯子頂端的艙口通往主氣閘。\n幸好氣閘看起來暢通無阻，\n應該可以讓你從這裡離船。\n不過在那之前，你得先\n找到某種供氧裝置（畢竟\n整艘船都泡在水裡）。你依稀\n記得，好像有台水中呼吸器\n放在哪裡……
msg:10223	[title27][sentence]\n你花了好幾個鐘頭欣賞\n這張海報。上頭是《下流\n百貨》月曆的「痰盂小姐\n90917」，絕對是你流過\n口水的全息藝術品中，\n數一數二的精品。
msg:10224	[title29][sentence]\n幾個月前，你一時愛慕\n心切，把這張海報用強力膠\n黏死在牆上。就算你呼吸\n急促到能把它蒸鬆動，\n也幾乎不可能完整撕下來，\n只會扯得稀爛，還在艙壁上\n留下一坨坨醜陋的膠痕。\n基於藝術鑑賞的立場，\n你決定讓海報留在原處。
msg:10225	[title29][sentence]\n以你現在的體能狀況，\n這實在不是個好主意。\n你還有一堆事要辦，\n搞個痛到要命的疝氣\n可一點忙都幫不上。
msg:10226	[title24][sentence]\n這是本船居住區的\n主控制面板。目前\n所有維生系統都靠\n輔助電源正常運作中。
msg:10227	[title29][sentence]\n這扇窗通往你的臥室。\n事實上，它是你下床後\n最方便的逃生通道，你\n每天早上都跌跌撞撞爬\n出來，還信誓旦旦說這次\n真的要戒酒了。臥室裡幾乎\n堆滿你的髒內褲，除非你\n好奇黑死病是怎麼發源的，\n不然沒什麼理由進去。
msg:10228	[title29][sentence]\n這道門通往你勉強稱之為\n「臥室」的地方。其實叫它\n「發臭內衣物大坑」還比較\n貼切。自從你的雪鏟壞掉後，\n就再也沒清過，所以你乾脆\n改用窗戶上下床，早就放棄\n用「走」的進房間這個念頭了。
msg:10229	[title30][sentence]\n就算是老練的細菌學家，\n盯著這台冰箱久一點，\n大概也會當場跪地狂吐。\n連法醫本人都不忍卒睹\n那坨發霉凝結的真菌——\n也就是你口中的「三明治」。\n最裡面那盤勉強能叫「義大利\n麵」的東西上，至少二十隻\n火星刺蟲正打算集體\n進入幼蟲期。
msg:10230	[title27][sentence]\n噁！這不只是一條外星海洋\n撈來的魚，你根本不知道\n牠死了多久。搞不好跟你\n冰箱裡的東西一樣危險，\n而且食物中毒可不會加分。
msg:10231	[title24][sentence]\n梯子頂端的艙口通往主氣閘。\n幸好氣閘看起來暢通無阻，\n應該可以讓你從這裡離船。
msg:10232	[title27][sentence]\n低頭一看，地上是一幅\n由毛球、可疑液漬、食物\n殘渣，加上各種辨識不出的\n有機物拼成的「馬賽克」。
msg:10233	[title16][sentence]\n別裝傻了，你到底\n是想看什麼？
msg:10234	[title26][sentence]\n這區是你的起居空間，\n專門用來做你最擅長的\n兩件事——吃跟睡。
msg:10235	[title24][sentence]\n你小心翼翼地拿起這個\n劇毒漢堡，深怕驚動了\n裡面「原生」的生命體。
msg:10236	[title24][sentence]\n它早就是開著的！
msg:10237	[title32]氣閘\n你把水中呼吸器咬進嘴裡，\n確認運作正常後，便著手\n灌水淹沒氣閘。
msg:20201	[title32][sentence]\n透過望遠鏡，你看見一個\n穿著怪異未來服飾的女人。\n她拿著一塊寫字板，正在\n記錄某種氣象站的讀數。\n記錄完後，她走進一根\n高聳的圓柱體，在控制台\n上按了些什麼——可惜被\n她的肩膀擋住看不清楚。\n接著，她就這麼消失了！
msg:20202	[title26][sentence]\n有些岩石上有奇怪的\n刮痕。難道有人拿這些\n石頭磨過牙？
msg:20203	[title27][sentence]\n冷冰冰的，這裡已經\n有一陣子沒生過火了。
msg:20204	[title27][sentence]\n這裡的草被某種極重的\n東西踩得扁平，還有些\n地方被啃過。那個大塊頭\n女人的食量想必驚人。
msg:20205	[title27][sentence]\n北邊有一座小半島\n伸向海中，上頭還有\n幾台怪異的金屬裝置。
msg:20206	[title26][sentence]\n八成是個食物瞭望台。\n從這座塔上，那個大塊頭\n女人大概兩百碼外的\n食物都看得一清二楚。
msg:20207	[title16][sentence]\n有一部分已經被吃掉了。
msg:20208	[title25][sentence]\n有幾根樹枝被啃斷了，\n除此之外這些樹看起來\n挺正常的。
msg:20209	[title16][sentence]\n這棵樹沒什麼好看的。
msg:20210	[title10][sentence]\n是藍色的。
msg:20211	[title22][sentence]\n天啊，這門也太大了吧，\n住在這裡的人肯定很寬。
msg:20212	[title24][sentence]\n地上散落著老鼠、青蛙\n一類動物的骨骸。看樣子\n住戶是跟這些東西一起\n睡在地板上的。腐屍的\n臭味濃到讓人受不了。
msg:20213	[title25][sentence]\n從這裡看不清楚細節。
msg:20214	[title29][sentence]\n看著這片外星海洋，讓你\n想起最近在潟湖裡的遭遇。\n看來你短時間內不會\n自願去「潛水」了。
msg:20215	[title24][sentence]\n它的前主人肯定成了\n「那個誰」的點心，\n被啃得乾乾淨淨。
msg:20216	[title27][sentence]\n這顆頭骨太大了，\n或許你該找根小一點的\n骨頭隨身攜帶。
msg:20217	[title26][sentence]\n腳邊散落著一頓\n剛吃完的殘羹剩骨。
msg:20218	[title19][sentence]\n你小心翼翼撿起這根骨頭。
msg:20219	[title24][sentence]\n這裡想必是某個大塊頭的\n住處——大概就是你最近\n抓到的那個寬女人。你看到\n一間小屋、一座塔，還有\n一個壁爐。北邊則是大海，\n和幾台造型古怪的裝置。
msg:20220	[title27][sentence]\n北邊有一座小半島伸向\n海中，上頭有幾台怪異的\n金屬裝置，還有個人在\n裝置間走來走去，拿著\n寫字板做筆記。
msg:20221	[title32][sentence]\n你對骨頭是有什麼奇怪的\n癖好？身上已經有兩根了，\n一次扛三根實在有夠\n麻煩。你決定先把這根\n留在這裡，等哪天真的\n把手上的弄丟了再回來拿。
msg:20222	[title32][sentence]\n北邊有幾台怪異的裝置。\n左邊那台看起來像某種\n氣象站；右邊則是一根\n高聳的圓柱體，上頭有\n門可以進去。稍早你看到\n有人在這些裝置附近走動，\n不過現在四下無人。
msg:21401	[title27][sentence]\n這扇窗看起來就跟你這陣子\n因為各種原因跳過的那些\n窗戶差不多。窗外的島\n看起來還是你不久前\n離開時的老樣子。
msg:21402	[title27][sentence]\n籠子裡有東西。這間\n小屋的主人肯定在搞\n什麼詭異實驗。
msg:21403	[title27][sentence]\n哇，這隻也太大了吧！\n看來有人在測試某種\n解藥，用來對付那個把\n牆上人頭縮小的玩意兒。
msg:21404	[title26][sentence]\n這頭熊已經沒辦法\n傷害任何人了。
msg:21405	[title30][sentence]\n這座戰利品讓你有點\n發毛。那隻動物當年\n拚死一戰，恐怕都比你\n打得像樣。你最好祈禱\n小屋主人別這時候\n晃回來。
msg:21406	[title27][sentence]\n一個半球形容器，專門\n用來搗碎混合骨頭、獠牙、\n牙齒和眼球之類的東西。\n裡頭目前擺著一對\n某種小動物的腎臟。
msg:21407	[title22][sentence]\n一個半球形容器，專門\n用來搗碎混合骨頭、獠牙、\n牙齒和眼球之類的東西。
msg:21408	[title22][sentence]\n還好現在是空的。你不禁\n開始想像，自己身上\n哪個部位塞得進這些罐子。
msg:21409	[title24][sentence]\n收集蟲子殘骸和\n老鼠內臟不是你的菜。\n這東西還帶著先前\n裝過什麼的味道。
msg:21410	[title25][sentence]\n這些傢伙看起來都不太\n開心。看來這間小屋的\n主人，早已練就一身\n縮頭絕活。
msg:21411	[title19][sentence]\n你真的很噁心，\n算了吧。
msg:21412	[title27][sentence]\n這些是預先處理過的\n縮頭專用飛鏢。要是你\n有東西能把它們射出去，\n說不定能當件像樣的武器。
msg:21413	[title24][sentence]\n你小心翼翼拿起那袋\n飛鏢，深怕扎到自己。
msg:21414	[title24][sentence]\n這可不是明智之舉。這隻\n看似柔弱蓬鬆的小東西，\n八成能把你撕成碎片。
msg:21415	[title14][sentence]\n沒有回應。真令人\n意外呢，是吧？
msg:21416	[title22][sentence]\n這隻過動小傢伙最不需要\n的，就是再嗨一波糖分。
msg:21417	[title22][sentence]\n只要別把牠放出籠子，\n這隻被關起來的生物\n就傷不了你。
msg:21418	[title21][sentence]\n這些大概還在等著\n「處理」，看起來\n挺新鮮的。
msg:21419	[title21][sentence]\n省省吧，你的頭\n已經夠大了。
msg:21420	[title16][sentence]\n「前野生動物」風\n不是你的菜。
msg:21421	[title20][sentence]\n地板沒什麼特別的，\n除了那張有意思的地毯。
msg:21422	[title22][sentence]\n這是一根中空管子，\n用來把飛鏢射向\n待宰的目標。
msg:21423	[title19][sentence]\n桌上擺著一堆縮頭道具，\n包括一袋看起來很不妙的\n飛鏢，還有一把吹箭筒。
msg:21424	[title19][sentence]\n桌上擺著一堆縮頭道具，\n包括一袋看起來\n很不妙的飛鏢。
msg:21425	[title19][sentence]\n桌上擺著一堆縮頭道具，\n包括一把吹箭筒。
msg:21426	[title20][sentence]\n桌上擺著一堆\n縮頭道具。
msg:21427	[title25][sentence]\n這裡是某個熱愛拿動物\n做實驗、還喜歡縮小人頭的\n傢伙的家。這位仁兄回來時，\n你大概不會想待在這裡。
msg:21428	[title32][sentence]\n看來這幾顆頭，縮得\n沒有其他那幾顆成功。
msg:31301	[title33]哎呀！怪了！\n你感覺胯下傳來一陣\n異樣的酥麻感。也許\n錯體機的效果正在\n退去……
msg:20301	[title16][sentence]\n天空沒什麼好看的。
msg:20302	[title24][sentence]\n又陡又崎嶇，你還是\n死了攀爬這條心吧。
msg:20303	[title26][sentence]\n這棵棕櫚樹幾乎彎到\n貼地，看起來像有人\n把一艘戰艦停在上面。
msg:20304	[title19][sentence]\n北邊似乎有間小屋。
msg:20305	[title17][sentence]\n這裡的草有被踩踏\n和啃食過的痕跡。
msg:20306	[title24][sentence]\n少唬弄你了。這些\n根本不是巨石，\n是巨大的岩石。
msg:20307	[title18][sentence]\n這裡唯一值得一提的，\n是一棵長得超可憐的樹。
msg:20308	[title19]啪嘰！\n猜猜今晚誰要上菜！
msg:21501	[title14][sentence]\n這隻可憐的生物一動\n也不動躺在地上，你\n卻總覺得牠在盯著你看。
msg:21502	[title18][sentence]\n這張可憐的床，\n看起來歷經滄桑。
msg:21503	[title21][sentence]\n把這東西擺在床前\n還真怪。嗯……
msg:21504	[title21][sentence]\n你不禁好奇，這座祭壇\n是用來舉行什麼詭異\n儀式的。搞不好你剛剛\n就親自「示範」過一次了？
msg:21505	[title20][sentence]\n從窗戶望出去，能看見\n在小屋後方流過的小溪。
msg:21506	[title29][sentence]\n牆上掛著幾幅手繪圖畫。\n其中幾幅的場景，你猜\n大概是取材自《印度愛經》，\n只不過背景就設在\n這個房間裡。\n
msg:21507	[title26][sentence]\n這顆甜滋果看起來\n香甜多汁，肯定是\n在地食物裡最好吃的\n那種，錯不了。
msg:21508	[title18][sentence]\n你小心翼翼從袋子裡\n拿出一顆多汁的甜滋果。
msg:21509	[title22][sentence]\n這間溫馨的小屋，\n看起來就是專門用來……\n用來……你懂的。
msg:21510	[title19][sentence]\n帶著那東西到處走，\n你看起來會像個\n十足的白痴。
msg:21511	[title16][sentence]\n你才不需要這東西！
msg:21512	[title28][sentence]\n這位小姐大概天天\n靠這個過活。這麼好吃的\n東西，怎麼能讓她的\n腰維持這麼細？她肯定\n運動量驚人。
msg:21513	[title22][sentence]\n你也太貪心了吧！\n拿一顆就好，用不著\n把她整批存貨都搬走。
msg:21514	[title16][sentence]\n省省吧，你早就不玩\n「紀念品」這一套了。\n把墊子留在原地。\n
msg:21101	[title18][sentence]\n這座島上的植物，\n長相還真是奇特。
msg:21102	[title24][sentence]\n這條路看起來\n常有人走。
msg:21103	[title22][sentence]\n樹上傳來奇怪的動物\n叫聲，讓你想起你和\n蘿莉塔搭熱氣球那次，\n還有……呃……算了，\n當作沒說。
msg:21104	[title27][sentence]\n樹上傳來奇怪的動物\n叫聲，上頭一定有\n什麼東西。
msg:21105	[title26][sentence]\n就是這棵樹，那隻\n討厭的猴子偷走你的\n望遠鏡前，曾經躲在\n這上面。
msg:21106	[title16][sentence]\n噁。這味道讓你想起\n「那個誰」的腋下。
msg:21107	[title10][sentence]\n過不去。
msg:21108	[title21][sentence]\n叢林密不透風，\n根本走不過去。
msg:21109	[title17][sentence]\n這條路通往巫醫的小屋。
msg:21110	[title22][sentence]\n順著路走下去，\n你看到另一間小屋。
msg:21111	[title24][sentence]\n這裡沒什麼特別的，\n只有一棵樹、一堆\n石頭，和腳下這條路。\n樹上似乎有什麼東西\n在發出聲音。
msg:21112	[title27][sentence]\n這裡沒什麼特別的，\n只有一棵樹、一堆\n石頭，和腳下這條路。
msg:21113	[title16][sentence]\n他看起來人畜無害。
msg:21114	[title20][sentence]\n你不需要養新寵物。
msg:21115	[title25][sentence]\n這堆石頭最後接上一面\n懸崖。憑你半吊子的\n技術和完全沒有的裝備，\n爬不上去。
msg:21116	[title27][sentence]\n你看著這棵樹，\n看到的是……葉子。\n用望遠鏡看，你則是\n看到那些葉子的\n美麗特寫。\n
msg:21001	[title17][sentence]\n這間茅草屋蓋得\n很紮實，屋主的\n「身材」似乎也是。
msg:21002	[title16][sentence]\n這間小屋，現在\n承載著你不少\n美好回憶。
msg:21003	[title21][sentence]\n這間小屋現在可以\n加入你冰箱頂和蘿莉塔\n公寓電梯的行列，\n一起列進你的「特別\n地點」名單了。\n
msg:21004	[title24][sentence]\n這種東西你這輩子\n見過幾次，但用\n獸皮做的還是頭一回。
msg:21005	[title25][sentence]\n哇！稻草做的\n熱褲，也太前衛了吧！\n你決定不再盯著看，\n免得等一下得去\n沖冷水澡。
msg:21006	[title26][sentence]\n什麼？喬裝打扮？\n想都別想。首先，\n光是想到要穿上這些\n玩意兒就讓你反胃，\n而且，不管是誰，\n沒有人，我是說\n沒有任何人，會把你\n誤認成女人。\n
msg:21007	[title24][sentence]\n這裡是村民洗衣服、\n取得新鮮飲用水的\n地方。
msg:21008	[title18][sentence]\n這叢茂密的蕨類，\n沒辦法讓你多看幾眼。
msg:21009	[title21][sentence]\n這條路通往東邊\n和北邊，看起來\n走的人不少。
msg:21010	[title20][sentence]\n哇喔！她整個電到你了。\n你花了點時間，把\n下巴從地上撿回來，\n舌頭塞回嘴裡，\n再把眼珠子裝回\n眼窩。你真的欠自己\n一個機會去認識她。
msg:21011	[title26][sentence]\n稍微想了一下，你\n判定朝這位美女開槍，\n大概會是你這輩子\n做過最蠢的一件事。
msg:21012	[title18][sentence]\n這條路似乎通往\n遠方一群小屋。
msg:21013	[title17][sentence]\n這道窗簾多少給了\n這位美女一點隱私，\n說也奇怪，她身上的\n衣服倒是完全沒有\n這功能。
msg:21014	[title16][sentence]\n曬衣繩，顧名思義，\n就是拿來晾衣服的\n繩子。很簡單吧，\n懂了嗎？
msg:21015	[title22][sentence]\n別這樣做！她的\n衣服會全部掉進\n泥巴裡，還得\n重洗一遍。
msg:21016	[title24][sentence]\n看起來又是一間茅屋。事實上，\n那邊還有好幾間。
msg:21017	[title24][sentence]\n哇！那邊還有一個女人！\n
msg:21201	[title20][sentence]\n這裡的草長得異常高。
msg:21202	[title24][sentence]\n這裡的石頭沒什麼看頭。
msg:21203	[title21][sentence]\n這個洞穴裡有個小水池，你逃出\n太空船後就是從這裡冒出來的。
msg:21204	[title29][sentence]\n泡在水裡那麼久之後，再看到\n天空的感覺真好。這片湛藍晴空\n看起來沒有敵艦的蹤影。
msg:21205	[title24][sentence]\n北邊的那片田看起來相當大。
msg:21206	[title22][sentence]\n遠方的樹木似乎標示著一片\n茂密森林的邊界。
msg:21207	[title20][sentence]\n這些長相怪異的外星植物\n引不起你太多興趣。
msg:21208	[title17][sentence]\n這幾座雄偉高山讓你想起\n好一陣子沒見過的東西。
msg:21209	[title20][sentence]\n你站在一片大草原的南端。\n
msg:20801	[title30][sentence]\n你自己做了一次羅夏克墨跡\n測驗，結論是「都是你爸媽的錯」，\n頓時感覺舒坦多了。
msg:20802	[title27][sentence]\n你覺得西邊好像有一間茅草屋。\n你的想法通常很多，但這次\n幾乎可以確定是真的。
msg:20803	[title22][sentence]\n這叢灌木看起來曾經\n長過葉子。
msg:20804	[title27][sentence]\n有句老話說：「一日為石，\n終生為石。」
msg:20805	[title18][sentence]\n這棵小仙人掌看起來很兇，\n你決定別惹它。
msg:20806	[title22][sentence]\n要那樣做，你得先碰它才行。\n這可不是好主意。
msg:20807	[title24][sentence]\n看到樹上結著多汁的甜瓜，\n你不禁口水直流。
msg:20808	[title24][sentence]\n這個坑看起來深不見底，\n你決定走路小心點。
msg:20809	[title29][sentence]\n這些一定是從那叢帶刺\n灌木上掉下來的。
msg:20810	[title29][sentence]\n看起來有人想在這裡設陷阱，\n不過沒放餌，當然不會有用。
msg:20811	[title22][sentence]\n這個坑被樹葉蓋得很隱密。
msg:20812	[title33][sentence]\n你小心翼翼地把[noun1]放在\n樹葉上。哎呀！它太重了，\n直接掉到坑底。唉，[noun1]\n就這樣報銷了。
msg:20813	[title28][sentence]\n這些樹你一棵都不感興趣。
msg:20814	[title22][sentence]\n想去撿那些葉子很危險，\n你可能會摔進去。
msg:20815	[title20][sentence]\n幹得好，你逮到那隻又大又餓\n的傢伙了。她短時間內\n別想爬出那個坑。
msg:20816	[title24][sentence]\n費了那麼大勁才把她困住，\n你現在想把她拉出來？！\n你以為她現在會很高興見到你？\n還是讓她留在原地比較好。
msg:20817	[title32][sentence]\n你站在一片遼闊原野的中央，\n四面八方都望不到邊。往西邊\n望去，你看到遠處有座小村莊，\n這裡有個深坑，就在帶刺灌木叢旁。
msg:20818	[title32][sentence]\n你站在一片遼闊原野的中央，\n四面八方都望不到邊。往西邊\n望去，你看到遠處有座小村莊，\n這裡有個深坑，被精心鋪好的\n一堆樹葉巧妙掩蓋著。
msg:20819	[title32][sentence]\n你站在一片遼闊原野的中央，\n四面八方都望不到邊。往西邊\n望去，你看到遠處有座小村莊。\n有個食人巨女困在坑裡動彈\n不得，兩條腿在空中可憐地\n亂踢。你最好趕快辦完事情\n走人，因為她一旦脫困，\n絕對不會跟你善罷甘休。
msg:20820	[title32][sentence]\n你瘋了嗎？要是把她從坑裡\n拉出來，她會把你當早餐吃掉！
msg:21301	[title26][sentence]\n你唯一還算看得懂的東西，\n大概就是中間那個鍵盤了。
msg:21302	[title33][sentence]\n0到9的數字鍵旁邊，\n還有一個「笑臉」鍵和\n一個「哭臉」鍵。泡棉材質\n的數字鍵按起來很舒服。\n面板上方寫著一組四位數字。
msg:21303	[title17][sentence]\n這個顯示幕顯然是用來\n顯示你輸入的內容。
msg:21304	[title20][sentence]\n自從你踏進這台裝置後，\n這座島看起來都沒變。
msg:21305	[title28][sentence]\n這是個圓柱狀的東西，裡面裝著\n一些外星電子零件、一個鍵盤，\n還有一個船難落難的太空冒險家。
msg:21306	[title27][sentence]\n這是一把小鑰匙，上面印著\n一個符號。\n
msg:20901	[title21][sentence]\n你回頭看了一眼來時路，\n沒什麼特別的靈感。
msg:20902	[title24][sentence]\n這種植物有圓形木質莖幹，\n裡面的軟芯可以用來蓋茅屋、\n做工具、做武器，\n還能拿去做林波舞的橫桿。
msg:20903	[title19][sentence]\n美。陡。爬不上去。
msg:20904	[title16][sentence]\n這裡的草地被許多破爛的\n甜瓜殘渣染污了。
msg:20905	[title18][sentence]\n正西方那片田地，\n又平坦又荒涼。
msg:20906	[title22][sentence]\n你北邊那塊區域，\n似乎被幾塊大石頭占據了。
msg:20907	[title26][sentence]\n看起來是從附近那片\n草叢掉下來的木莖。它大概\n躺在這裡好一陣子了，\n因為芯都已經爛掉了。
msg:20909	[title20][sentence]\n猴子要是餓了，大概會直接\n去吃那棵樹上結的甜瓜。
msg:20910	[title26][sentence]\n哇！那些飛鏢真的有用。那個\n討厭鬼的頭幾秒鐘內就縮到\n核桃大小。當然，你得把\n飛鏢全部用完才打得中他。
